"Sample ID","Sample top depth (m)","Sample bottom depth (m)","Sample Top Date (BP 1950)","Sample Bottom Date (BP 1950)","Mid Depth Date","Cl (µEq/L)","NO3 (µEq/L)","SO4 (µEq/L)","Na (µEq/L)","Mg (µEq/L)","nssSO4 (µEq/L)"
"DSS428-15",459.89,459.92,789.96,790.025,789.993,0.638,0.56,0.663,0.319,0.104,0.635
"DSS428-16",459.92,459.95,790.025,790.094,790.06,1.572,0.439,0.786,1.232,0.265,0.679
"DSS428-17",459.95,459.98,790.094,790.162,790.128,3.046,0.482,0.863,2.023,0.749,0.687
"DSS428-19",460.01,460.04,790.231,790.3,790.266,19.978,0.321,2.079,14.623,3.728,0.805
"DSS428-20",460.04,460.07,790.3,790.368,790.334,31.064,0.389,3.418,26.222,4.521,1.134
"DSS428-21",460.07,460.1,790.368,790.437,790.403,8.453,0.279,0.635,5.83,2.214,0.128
"DSS428-22",460.1,460.13,790.437,790.506,790.472,4.53,0.392,0.611,4.378,0.954,0.23
"DSS428-23",460.13,460.165,790.506,790.586,790.546,6.372,0.185,0.833,5.12,1.461,0.387
"DSS428-24",460.165,460.21,790.586,790.689,790.638,4.77,0.214,0.497,3.36,1.08,0.205
"DSS428-25",460.21,460.24,790.689,790.757,790.723,3.155,0.156,0.531,2.379,0.657,0.324
"DSS428-26",460.24,460.27,790.757,790.826,790.792,1.766,0.497,0.625,2.455,0.445,0.411
"DSS428-27",460.27,460.3,790.826,790.895,790.861,2.339,0.419,1.015,1.661,0.434,0.87
"DSS428-28",460.3,460.33,790.895,790.963,790.929,1.228,0.817,1.308,0.712,0.197,1.246
"DSS428-29",460.33,460.36,790.963,791.036,791,0.696,0.406,2.431,0.364,0.113,2.399
"DSS428-30",460.36,460.39,791.036,791.112,791.074,1.14,0.341,1.256,1.1,0.155,1.16
"DSS428-31",460.39,460.42,791.112,791.188,791.15,3.749,0.305,0.892,2.74,0.763,0.653
"DSS428-32",460.42,460.45,791.188,791.265,791.227,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS428-33",460.45,460.48,791.265,791.341,791.303,10.381,1.139,"NaN",9.701,1.142,"NaN"
"DSS428-34",460.48,460.51,791.341,791.417,791.379,3.271,0.451,"NaN",2.45,0.81,"NaN"
"DSS428-35",460.51,460.54,791.417,791.494,791.456,3.508,0.368,0.458,2.901,0.714,0.206
"DSS428-36",460.54,460.58,791.494,791.595,791.545,2.813,0.338,0.388,2.208,0.6,0.195
"DSS428-37",460.58,460.62,791.595,791.697,791.646,4.956,0.268,0.609,4.327,0.835,0.232
"DSS429-4",460.62,460.65,791.697,791.774,791.736,0.698,0.369,0.299,1.108,0.217,0.202
"DSS429-5",460.65,460.68,791.774,791.85,791.812,0.67,0.277,0.326,0.455,0.174,0.287
"DSS429-6+7",460.68,460.74,791.85,792.003,791.927,2.829,0.191,0.788,"NaN","NaN","NaN"
"DSS429-8",460.74,460.77,792.003,792.084,792.044,1.802,0.703,1.139,1.364,0.338,1.02
"DSS429-9",460.77,460.8,792.084,792.164,792.124,1.288,0.645,0.975,3.964,0.211,0.63
"DSS429-10+11",460.8,460.86,792.164,792.326,792.245,5.746,0.328,0.756,"NaN","NaN","NaN"
"DSS429-12+13",460.86,460.92,792.326,792.488,792.407,5.663,0.231,0.532,"NaN","NaN","NaN"
"DSS429-14",460.92,460.96,792.488,792.596,792.542,5.393,0.369,0.433,4.171,1.094,0.07
"DSS429-15",460.98,461.01,792.65,792.73,792.69,5.343,0.403,0.438,3.912,1.061,0.098
"DSS429-16",461.01,461.04,792.73,792.811,792.771,12.229,0.339,0.845,9.891,1.585,-0.016
"DSS429-17",461.04,461.07,792.811,792.892,792.852,11.704,0.302,0.795,9.804,2.026,-0.059
"DSS429-18",461.07,461.1,792.892,792.973,792.933,1.202,0.539,1.114,1.201,0.377,1.01
"DSS429-19",461.1,461.13,792.973,793.064,793.019,1.9,0.412,0.881,1.664,0.537,0.736
"DSS429-20",461.13,461.16,793.064,793.16,793.112,3.62,0.287,0.277,2.625,0.814,0.048
"DSS429-21",461.16,461.19,793.16,793.256,793.208,6.173,0.281,0.44,5.112,1.193,-0.005
"DSS429-22+23",461.19,461.25,793.256,793.449,793.353,1.094,0.684,0.553,"NaN","NaN","NaN"
"DSS429-24",461.25,461.28,793.449,793.545,793.497,1.563,0.349,0.544,1.002,0.58,0.457
"DSS429-25",461.28,461.31,793.545,793.641,793.593,9.189,0.173,1.106,6.66,1.654,0.526
"DSS429-26",461.31,461.34,793.641,793.737,793.689,10.008,0.156,0.674,6.251,1.813,0.13
"DSS429-27",461.34,461.37,793.737,793.833,793.785,3.295,0.297,0.281,2.093,0.587,0.099
"DSS429-28",461.37,461.4,793.833,793.929,793.881,0.561,0.423,0.434,0.468,0.169,0.393
"DSS429-29",461.4,461.43,793.929,794.021,793.975,0.259,0.347,0.289,0.744,0.17,0.224
"DSS429-30",461.43,461.46,794.021,794.102,794.062,0.684,0.682,0.643,0.426,0.105,0.606
"DSS429-31",461.46,461.49,794.102,794.182,794.142,1.005,1.09,0.642,5.529,0.129,0.16
"DSS429-32",461.49,461.52,794.182,794.263,794.223,5.44,0.944,1.28,4.27,0.922,0.908
"DSS429-33",461.52,461.55,794.263,794.343,794.303,3.236,0.512,0.678,2.986,0.798,0.418
"DSS429-34",461.55,461.58,794.343,794.424,794.384,4.002,0.349,0.56,3.527,0.985,0.253
"DSS430-4",461.59,461.62,794.45,794.531,794.491,5.466,0.241,0.475,5.157,1.215,0.025
"DSS430-5",461.62,461.65,794.531,794.611,794.571,6.509,0.316,0.568,6.005,1.317,0.045
"DSS430-6",461.65,461.68,794.611,794.692,794.652,3.581,0.282,0.29,2.842,1.082,0.042
"DSS430-7",461.68,461.71,794.692,794.772,794.732,4.308,0.262,0.667,4.067,0.972,0.313
"DSS430-8",461.71,461.75,794.772,794.879,794.826,1.393,0.334,0.635,0.698,0.183,0.574
"DSS430-9",461.75,461.78,794.879,794.96,794.92,2.214,0.459,1.189,1.995,0.477,1.015
"DSS430-10",461.79,461.83,794.987,795.084,795.036,0.835,0.61,0.816,0.833,0.274,0.744
"DSS430-11",461.83,461.86,795.084,795.155,795.12,1.592,0.447,0.66,1.104,0.756,0.564
"DSS430-12",461.86,461.89,795.155,795.227,795.191,6.718,0.342,0.663,6.418,1.215,0.104
"DSS430-14",461.92,461.95,795.298,795.37,795.334,5.976,0.329,0.479,5.356,1.287,0.012
"DSS430-15",461.95,461.98,795.37,795.442,795.406,3.846,0.242,0.37,3.711,0.999,0.047
"DSS430-16",461.98,462.02,795.442,795.537,795.49,1.406,0.374,0.224,1.288,0.448,0.112
"DSS430-17",462.03,462.06,795.561,795.632,795.597,4.147,0.28,0.558,3.24,1.364,0.276
"DSS430-18",462.06,462.09,795.632,795.704,795.668,2.577,0.31,0.258,1.723,0.966,0.108
"DSS430-19",462.09,462.12,795.704,795.776,795.74,9.397,0.275,1.181,8.755,1.835,0.418
"DSS430-20",462.12,462.15,795.776,795.847,795.812,8.866,0.235,1.171,9.004,1.931,0.387
"DSS430-21",462.15,462.18,795.847,795.919,795.883,2.859,0.378,0.947,2.583,0.922,0.722
"DSS430-22",462.18,462.22,795.919,796.017,795.968,0.53,0.696,0.737,0.509,0.128,0.693
"DSS430-23",462.22,462.25,796.017,796.103,796.06,0.642,0.984,0.862,0.54,0.13,0.815
"DSS430-24",462.25,462.28,796.103,796.19,796.147,2.949,0.392,0.753,2.458,0.889,0.539
"DSS430-25",462.28,462.31,796.19,796.276,796.233,7.535,0.248,1.026,7.109,1.474,0.407
"DSS430-26",462.31,462.34,796.276,796.362,796.319,6.471,0.238,0.705,6.617,1.145,0.128
"DSS430-27",462.34,462.37,796.362,796.448,796.405,2.559,0.347,0.382,2.228,0.555,0.188
"DSS430-28",462.37,462.4,796.448,796.534,796.491,5.478,0.318,0.588,4.881,1.162,0.163
"DSS430-29",462.4,462.43,796.534,796.621,796.578,6.029,0.31,0.614,5.604,1.31,0.126
"DSS430-30",462.43,462.46,796.621,796.707,796.664,3.524,0.285,0.317,4.009,0.667,-0.033
"DSS430-31",462.46,462.49,796.707,796.793,796.75,3.175,0.304,0.634,3.189,0.758,0.356
"DSS430-32",462.51,462.54,796.851,796.937,796.894,2.278,0.382,0.882,2.063,0.594,0.702
"DSS431-4",462.55,462.58,796.965,797.061,797.013,0.944,0.971,0.954,0.722,0.193,0.891
"DSS431-5",462.58,462.61,797.061,797.162,797.112,2.22,0.732,1.004,1.807,0.391,0.847
"DSS431-6",462.61,462.64,797.162,797.263,797.213,1.618,0.354,0.546,1.544,0.577,0.411
"DSS431-7",462.64,462.675,797.263,797.382,797.323,6.089,0.371,0.687,5.391,1.25,0.218
"DSS431-8",462.69,462.72,797.432,797.534,797.483,3.518,0.469,0.335,3.322,0.832,0.046
"DSS431-9",462.72,462.74,797.534,797.601,797.568,4.867,0.589,0.64,4.543,1.043,0.244
"DSS431-10",462.77,462.8,797.703,797.804,797.754,2.818,0.33,0.593,2.6,0.798,0.367
"DSS431-11",462.8,462.83,797.804,797.905,797.855,1.287,0.582,0.697,1.216,0.352,0.591
"DSS431-12",462.83,462.86,797.905,798.004,797.955,0.873,1.271,0.742,0.747,0.23,0.677
"DSS431-13",462.86,462.89,798.004,798.07,798.037,1.015,0.831,0.864,0.811,0.305,0.794
"DSS431-14",462.89,462.92,798.07,798.136,798.103,3.65,0.387,0.835,3.417,0.851,0.537
"DSS431-15",462.92,462.95,798.136,798.202,798.169,3.639,0.333,0.542,2.959,0.97,0.284
"DSS431-16",462.95,462.98,798.202,798.268,798.235,7.067,0.37,0.849,6.698,1.477,0.266
"DSS431-17",462.98,463.01,798.268,798.333,798.301,5.305,0.329,0.598,4.767,1.301,0.183
"DSS431-18",463.01,463.04,798.333,798.399,798.366,3.422,0.334,0.389,2.972,0.949,0.13
"DSS431-19",463.04,463.07,798.399,798.465,798.432,4.35,0.339,0.482,4.251,0.903,0.112
"DSS431-20",463.07,463.1,798.465,798.531,798.498,2.513,0.323,0.352,2.279,0.591,0.154
"DSS431-21",463.1,463.13,798.531,798.596,798.564,2.918,0.309,0.314,2.592,0.861,0.088
"DSS431-22",463.13,463.16,798.596,798.662,798.629,6.635,0.306,0.708,6.658,1.05,0.129
"DSS431-23",463.16,463.19,798.662,798.728,798.695,2.24,0.268,0.41,2.217,0.537,0.217
"DSS431-24",463.19,463.22,798.728,798.794,798.761,1.447,0.363,0.487,1.453,0.457,0.36
"DSS431-25",463.22,463.25,798.794,798.86,798.827,0.317,0.359,0.513,0.445,0.166,0.475
"DSS431-25",463.25,463.28,798.86,798.925,798.893,1.699,0.536,0.919,1.745,0.438,0.767
"DSS431-26",463.28,463.31,798.925,798.991,798.958,0.834,0.496,0.602,0.862,0.217,0.527
"DSS431-28",463.31,463.34,798.991,799.06,799.026,0.585,0.329,0.64,0.611,0.146,0.587
"DSS431-29",463.34,463.37,799.06,799.13,799.095,0.635,0.491,0.801,0.465,0.149,0.76
"DSS431-30",463.37,463.4,799.13,799.2,799.165,0.739,0.448,0.572,0.606,0.212,0.52
"DSS431-31",463.4,463.43,799.2,799.27,799.235,4.286,0.364,0.702,3.827,0.915,0.368
"DSS431-32",463.43,463.46,799.27,799.34,799.305,5.178,0.327,0.538,4.833,1.101,0.117
"DSS431-33",463.46,463.49,799.34,799.409,799.375,3.968,0.441,0.46,3.641,0.872,0.143
"DSS431-34",463.49,463.52,799.409,799.479,799.444,4.77,0.395,0.401,3.946,1.3,0.058
"DSS431-35",463.52,463.55,799.479,799.549,799.514,11.012,0.375,1.187,10.758,1.918,0.25
"DSS432-4",463.56,463.59,799.572,799.642,799.607,1.919,0.341,0.422,1.607,0.411,0.282
"DSS432-5",463.59,463.62,799.642,799.712,799.677,1.394,0.265,0.263,1.355,0.359,0.144
"DSS432-6",463.62,463.65,799.712,799.781,799.747,1.975,0.32,0.6,2.223,0.642,0.407
"DSS432-7",463.65,463.68,799.781,799.851,799.816,1.513,0.454,0.86,1.414,0.374,0.737
"DSS432-8",463.68,463.71,799.851,799.921,799.886,0.838,0.394,0.656,0.961,0.249,0.572
"DSS432-9",463.71,463.74,799.921,799.991,799.956,2.056,0.295,0.782,1.829,0.424,0.623
"DSS432-10",463.74,463.77,799.991,800.069,800.03,0.717,0.385,0.97,0.747,0.205,0.905
"DSS432-11",463.77,463.8,800.069,800.148,800.109,1.4,0.564,0.976,1.252,0.43,0.867
"DSS432-12",463.8,463.83,800.148,800.227,800.188,4.573,0.278,1.219,3.834,1.338,0.885
"DSS432-13",463.83,463.86,800.227,800.307,800.267,8.923,0.333,1.091,8.493,1.581,0.352
"DSS432-14",463.86,463.89,800.307,800.386,800.347,5.595,0.338,0.639,5.242,1.355,0.182
"DSS432-15",463.89,463.92,800.386,800.466,800.426,2.027,0.597,0.268,1.835,0.617,0.108
"DSS432-16",463.92,463.95,800.466,800.545,800.506,3.105,0.567,0.362,2.746,0.727,0.123
"DSS432-17",463.95,463.98,800.545,800.624,800.585,4.412,0.345,0.343,5.325,1.041,-0.121
"DSS432-18",463.98,464.01,800.624,800.704,800.664,2.763,0.272,0.416,2.475,0.697,0.2
"DSS432-19",464.01,464.04,800.704,800.783,800.744,0.964,0.357,0.46,1.129,0.337,0.362
"DSS432-20",464.04,464.07,800.783,800.862,800.823,1.238,0.414,0.655,1.322,0.367,0.54
"DSS432-21",464.08,464.13,800.889,801.041,800.965,2.36,0.587,0.928,2.071,0.47,0.748
"DSS432-22",464.13,464.16,801.041,801.194,801.118,1.176,1.937,0.863,0.72,0.177,0.8
"DSS432-23",464.16,464.19,801.194,801.347,801.271,1.32,0.312,0.484,1.884,0.39,0.32
"DSS432-24",464.19,464.22,801.347,801.5,801.424,4.932,0.288,0.742,4.265,1.431,0.37
"DSS432-25",464.22,464.25,801.5,801.653,801.577,11.892,0.345,0.725,10.977,1.949,-0.231
"DSS432-26",464.25,464.28,801.653,801.806,801.73,7.498,0.331,0.52,6.42,1.572,-0.039
"DSS432-27",464.29,464.32,801.857,802.007,801.932,1.675,0.697,1.013,2.842,0.359,0.766
"DSS432-28",464.32,464.35,802.007,802.107,802.057,1.209,0.506,0.822,1.043,0.239,0.731
"DSS432-29",464.35,464.38,802.107,802.207,802.157,1.341,0.353,0.621,1.231,0.443,0.514
"DSS432-30",464.38,464.41,802.207,802.308,802.258,3.339,0.28,0.433,2.918,0.708,0.179
"DSS432-31",464.41,464.44,802.308,802.408,802.358,3.923,0.337,0.66,3.492,1.016,0.356
"DSS432-32",464.44,464.47,802.408,802.508,802.458,4.836,0.318,0.607,4.482,0.905,0.217
"DSS432-33",464.47,464.5,802.508,802.609,802.559,3.502,0.477,0.415,3.039,0.797,0.15
"DSS432-34",464.5,464.525,802.609,802.692,802.651,2.032,0.416,0.612,1.858,0.653,0.45
"DSS432-35",464.525,464.555,802.692,802.793,802.743,1.818,0.369,0.519,1.71,0.402,0.37
"DSS433-4",464.55,464.58,802.776,802.876,802.826,1.334,0.412,0.688,1.265,0.259,0.577
"DSS433-5",464.58,464.61,802.876,802.977,802.927,1.94,0.492,0.92,1.787,0.393,0.764
"DSS433-6",464.61,464.64,802.977,803.074,803.026,1.998,0.55,0.881,1.789,0.4,0.726
"DSS433-7",464.64,464.67,803.074,803.171,803.123,2.33,0.455,0.668,2.135,0.773,0.482
"DSS433-8",464.69,464.72,803.236,803.333,803.285,5.147,0.25,0.569,5.106,1.066,0.125
"DSS433-9",464.72,464.75,803.333,803.43,803.382,2.279,0.337,0.432,2.124,0.573,0.247
"DSS433-10",464.75,464.78,803.43,803.528,803.479,5.389,0.31,0.64,5.102,1.195,0.195
"DSS433-11",464.78,464.81,803.528,803.625,803.577,4.177,0.239,0.363,3.29,1.352,0.076
"DSS433-12",464.81,464.84,803.625,803.722,803.674,8.509,0.366,0.928,8.244,1.347,0.21
"DSS433-13",464.84,464.87,803.722,803.819,803.771,3.223,0.558,1.129,2.785,1.122,0.886
"DSS433-14",464.87,464.9,803.819,803.916,803.868,1.106,1.275,0.569,1,0.304,0.481
"DSS433-15",464.9,464.93,803.916,804.008,803.962,0.357,0.515,0.601,0.46,0.105,0.561
"DSS433-16",464.93,464.96,804.008,804.065,804.037,0.939,0.496,0.839,0.93,0.177,0.758
"DSS433-17",464.96,464.99,804.065,804.123,804.094,2.229,0.853,1.147,2.195,0.459,0.955
"DSS433-18",464.99,465.02,804.123,804.181,804.152,1.873,0.692,0.611,1.562,0.627,0.475
"DSS433-19",465.02,465.05,804.181,804.238,804.21,6.576,0.41,1.217,6.142,1.41,0.683
"DSS433-20",465.07,465.1,804.277,804.335,804.306,10.109,0.263,0.991,9.421,1.869,0.171
"DSS433-21",465.1,465.13,804.335,804.392,804.364,11.554,0.217,0.942,9.282,3.355,0.134
"DSS433-22",465.13,465.16,804.392,804.45,804.421,19.592,0.249,2.133,14.393,6.313,0.88
"DSS433-23",465.16,465.19,804.45,804.508,804.479,64.487,0.518,6.806,60.749,7.57,1.514
"DSS433-24",465.2,465.22,804.527,804.565,804.546,28.463,0.282,3.059,21.225,8.492,1.21
"DSS433-25",465.22,465.25,804.565,804.623,804.594,7.075,0.185,0.492,3.779,4.554,0.163
"DSS433-26",465.25,465.28,804.623,804.681,804.652,2.689,0.265,0.266,1.995,0.837,0.092
"DSS433-27",465.28,465.31,804.681,804.738,804.71,4.977,0.296,0.521,4.892,0.767,0.095
"DSS433-28",465.31,465.34,804.738,804.796,804.767,1.606,0.297,0.475,1.533,0.526,0.342
"DSS433-29",465.34,465.37,804.796,804.854,804.825,1.439,0.346,0.814,1.665,0.299,0.669
"DSS433-30",465.37,465.42,804.854,804.95,804.902,0.726,0.965,1.091,0.679,0.154,1.032
"DSS434-4",465.43,465.46,804.969,805.021,804.995,0.4,0.79,0.569,0.405,0.077,0.534
"DSS434-5",465.46,465.49,805.021,805.065,805.043,0.826,0.589,0.592,0.503,0.179,0.548
"DSS434-6",465.49,465.52,805.065,805.109,805.087,7.878,0.38,1.292,7.322,1.844,0.654
"DSS434-7",465.52,465.55,805.109,805.154,805.132,9.068,0.289,0.958,8.997,1.707,0.175
"DSS434-8",465.55,465.58,805.154,805.198,805.176,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS434-9",465.58,465.61,805.198,805.243,805.221,5.496,0.245,0.736,4.035,0.817,0.385
"DSS434-10",465.61,465.64,805.243,805.287,805.265,3.912,0.352,0.625,2.721,0.541,0.388
"DSS434-11",465.64,465.67,805.287,805.331,805.309,6.231,0.342,0.886,4.547,0.965,0.49
"DSS434-12",465.67,465.7,805.331,805.376,805.354,10.445,0.318,1.213,7.102,1.749,0.594
"DSS434-13",465.7,465.73,805.376,805.42,805.398,18.623,0.399,2.42,13.836,1.853,1.215
"DSS434-14",465.73,465.76,805.42,805.464,805.442,3.755,0.272,0.249,1.621,1.208,0.108
"DSS434-15",465.76,465.79,805.464,805.509,805.487,3.121,0.288,0.329,2.039,0.452,0.151
"DSS434-16",465.79,465.82,805.509,805.553,805.531,6.34,0.23,0.699,4.372,0.79,0.319
"DSS434-17",465.82,465.85,805.553,805.598,805.576,6.35,0.257,0.798,4.413,0.902,0.413
"DSS434-18",465.85,465.88,805.598,805.642,805.62,2.998,0.179,0.476,2.398,0.549,0.267
"DSS434-19",465.88,465.9,805.642,805.672,805.657,3.604,0.235,0.556,2.785,0.381,0.314
"DSS434-20",465.9,465.925,805.672,805.709,805.691,1.842,0.459,0.631,1.433,0.353,0.506
"DSS434-21",465.93,465.96,805.716,805.76,805.738,0.986,0.296,0.411,0.612,0.126,0.357
"DSS434-22",465.96,465.99,805.76,805.805,805.783,3.138,0.359,0.613,2.117,0.377,0.429
"DSS434-23",465.99,466.02,805.805,805.849,805.827,5.159,0.342,1.11,3.396,0.683,0.814
"DSS434-24",466.02,466.05,805.849,805.893,805.871,3.796,0.318,1.01,2.624,0.487,0.782
"DSS434-25",466.05,466.08,805.893,805.938,805.916,2.281,0.479,0.786,1.497,0.346,0.656
"DSS434-26",466.08,466.11,805.938,805.982,805.96,1.398,0.4,0.641,0.925,0.165,0.561
"DSS434-27",466.11,466.14,805.982,806.036,806.009,0.601,0.547,0.906,0.418,0.088,0.869
"DSS434-28",466.14,466.17,806.036,806.095,806.066,0.498,0.54,0.783,0.251,0.057,0.761
"DSS434-29",466.17,466.2,806.095,806.155,806.125,0.63,0.416,0.698,0.433,0.05,0.66
"DSS434-30",466.2,466.23,806.155,806.215,806.185,1.952,0.443,0.748,1.167,0.41,0.646
"DSS434-31",466.23,466.255,806.215,806.264,806.24,7.962,0.325,1.023,6.662,0.792,0.443
"DSS434-32",466.255,466.285,806.264,806.324,806.294,6.72,0.294,0.761,4.757,0.934,0.347
"DSS435-4",466.29,466.32,806.334,806.394,806.364,1.471,0.327,0.218,0.941,0.253,0.136
"DSS435-5",466.32,466.35,806.394,806.453,806.424,1.541,0.299,0.258,1.035,0.227,0.168
"DSS435-6",466.35,466.38,806.453,806.513,806.483,2.85,0.242,0.44,2.006,0.421,0.265
"DSS435-7",466.38,466.41,806.513,806.573,806.543,3.106,0.296,0.474,2.17,0.411,0.285
"DSS435-8",466.41,466.44,806.573,806.632,806.603,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS435-9",466.44,466.47,806.632,806.692,806.662,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS435-10",466.47,466.5,806.692,806.751,806.722,3.61,0.3,0.824,2.255,0.616,0.627
"DSS435-11",466.5,466.53,806.751,806.811,806.781,7.002,0.246,1.336,4.836,0.9,0.915
"DSS435-12",466.53,466.56,806.811,806.871,806.841,3.342,0.305,1.067,2.499,0.576,0.849
"DSS435-13",466.56,466.59,806.871,806.93,806.901,2.144,0.49,0.926,1.553,0.276,0.791
"DSS435-14",466.59,466.62,806.93,806.99,806.96,1.144,0.651,0.856,0.72,0.125,0.793
"DSS435-15",466.62,466.65,806.99,807.07,807.03,0.878,0.535,0.736,0.562,0.079,0.687
"DSS435-16",466.65,466.68,807.07,807.153,807.112,0.612,0.399,0.547,0.402,0.087,0.512
"DSS435-17",466.68,466.71,807.153,807.237,807.195,1.763,0.406,0.609,1.091,0.35,0.514
"DSS435-18",466.71,466.74,807.237,807.32,807.279,2.988,0.235,0.313,2.011,0.324,0.138
"DSS435-19",466.74,466.77,807.32,807.404,807.362,1.478,0.268,0.162,0.853,0.234,0.087
"DSS435-20",466.77,466.8,807.404,807.488,807.446,3.202,0.293,0.406,2.252,0.498,0.21
"DSS435-21",466.8,466.83,807.488,807.571,807.53,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS435-22",466.83,466.86,807.571,807.655,807.613,0.77,0.247,0.16,0.482,0.117,0.118
"DSS435-23",466.86,466.89,807.655,807.738,807.697,"NaN","NaN","NaN","NaN","NaN","NaN"
"DSS435-24",466.89,466.92,807.738,807.822,807.78,1.906,0.415,1.023,1.256,0.276,0.914
"DSS435-25",466.92,466.95,807.822,807.905,807.864,1.667,0.47,1.394,1.065,0.201,1.301
"DSS435-26",466.95,466.98,807.905,807.989,807.947,1.531,0.459,0.725,0.733,0.073,0.662
"DSS435-27",466.98,467.01,807.989,808.068,808.029,0.844,0.35,0.654,0.814,0.066,0.583
"DSS435-28",467.01,467.04,808.068,808.147,808.108,1.805,0.763,0.801,1.047,0.191,0.71
"DSS435-29",467.04,467.07,808.147,808.226,808.187,2.683,0.576,0.762,1.651,0.376,0.618
"DSS435-30",467.07,467.1,808.226,808.305,808.266,5.855,0.336,0.653,3.938,0.759,0.309
"DSS435-31",467.1,467.13,808.305,808.384,808.345,7.227,0.228,0.585,5.698,1.117,0.089
"DSS435-32",467.13,467.16,808.384,808.463,808.424,4.964,0.276,0.427,3.062,0.822,0.16
"DSS435-33",467.16,467.19,808.463,808.542,808.503,5.179,0.187,0.494,3.15,1.048,0.22
"DSS435-34",467.19,467.22,808.542,808.621,808.582,14.825,0.223,1.814,10.085,1.559,0.935
"DSS435-35",467.22,467.255,808.621,808.713,808.667,8.162,0.171,1.001,5.292,1.323,0.54
"DSS436-4",467.26,467.295,808.726,808.818,808.772,1.288,0.29,0.375,0.834,0.186,0.302
"DSS436-5",467.295,467.33,808.818,808.911,808.865,1.166,0.338,0.424,0.733,0.16,0.36
"DSS436-6",467.335,467.36,808.924,808.99,808.957,1.232,0.763,1.221,0.858,0.147,1.146
"DSS436-7",467.36,467.39,808.99,809.057,809.024,1.411,0.434,1.037,0.979,0.188,0.951
"DSS436-8",467.39,467.42,809.057,809.122,809.09,1.788,0.553,0.736,1.177,0.237,0.633
"DSS436-9",467.42,467.45,809.122,809.187,809.155,3.331,0.507,0.687,1.862,0.611,0.525
"DSS436-10",467.45,467.48,809.187,809.252,809.22,8.188,0.339,0.798,5.616,1.153,0.309
"DSS436-11",467.48,467.51,809.252,809.317,809.285,9.79,0.414,1.216,6.68,1.218,0.634
"DSS436-12",467.51,467.54,809.317,809.383,809.35,6.119,0.365,0.731,4.087,1.033,0.375
"DSS436-13",467.54,467.57,809.383,809.448,809.416,3.904,0.15,0.364,3.742,0.83,0.038
"DSS436-14",467.57,467.6,809.448,809.513,809.481,4.243,0.116,0.527,4.195,0.934,0.161
"DSS436-15",467.6,467.63,809.513,809.578,809.546,4.84,0.143,0.591,4.838,1.021,0.169
"DSS436-16",467.63,467.66,809.578,809.643,809.611,1.245,0.227,0.259,1.243,0.497,0.151
"DSS436-17",467.66,467.695,809.643,809.72,809.682,2.162,0.242,0.383,2.37,0.467,0.176
"DSS436-18",468.03,468.06,810.359,810.411,810.385,2.605,0.503,0.472,2.959,0.643,0.215
"DSS436-19",468.06,468.09,810.411,810.463,810.437,0.711,0.497,0.317,1.128,0.363,0.219
"DSS436-20",468.09,468.12,810.463,810.516,810.49,0.778,0.438,0.313,1.218,0.244,0.207
"DSS436-21",468.12,468.15,810.516,810.568,810.542,0.557,0.252,0.279,0.895,0.217,0.201
"DSS436-22",468.15,468.18,810.568,810.62,810.594,4.037,0.213,0.459,4.186,0.702,0.095
"DSS436-23",468.18,468.21,810.62,810.673,810.647,5.082,0.239,0.551,4.902,1.175,0.124
"DSS436-24",468.21,468.235,810.673,810.716,810.695,4.696,0.132,0.475,4.47,1.297,0.085
"DSS437-4",468.24,468.27,810.725,810.777,810.751,0.955,0.226,0.312,1.296,0.407,0.199
"DSS437-5",468.27,468.3,810.777,810.829,810.803,1.352,0.362,3.074,1.83,0.321,2.915
"DSS437-6",468.3,468.33,810.829,810.882,810.856,3.537,0.15,0.882,3.559,0.769,0.573
"DSS437-7",468.33,468.36,810.882,810.934,810.908,1.396,0.255,0.626,1.706,0.352,0.477
"DSS437-8",468.36,468.39,810.934,810.986,810.96,5.09,0.313,1.376,4.833,1.05,0.955
"DSS437-9",468.39,468.42,810.986,811.069,811.028,1.657,0.797,1.022,1.7,0.299,0.874
"DSS437-10",468.42,468.45,811.069,811.163,811.116,1.055,0.365,1.007,1.321,0.263,0.892
"DSS437-11",468.45,468.48,811.163,811.258,811.211,0.682,0.221,0.593,1.132,0.161,0.494
"DSS437-12",468.48,468.51,811.258,811.352,811.305,2.263,0.171,0.498,2.315,0.573,0.296
"DSS437-13",468.51,468.54,811.352,811.446,811.399,2.91,0.208,0.344,2.899,0.524,0.092
"DSS437-14",468.54,468.57,811.446,811.541,811.494,3.39,0.158,0.246,3.339,0.687,-0.045
"DSS437-15",468.57,468.6,811.541,811.635,811.588,3.913,0.151,0.305,3.824,0.708,-0.028
"DSS437-16",468.6,468.63,811.635,811.73,811.683,1.146,0.181,0.238,1.347,0.409,0.121
"DSS437-17",468.63,468.66,811.73,811.824,811.777,2.662,0.066,0.321,3.13,0.515,0.048
"DSS437-18",468.66,468.69,811.824,811.918,811.871,2.069,0.207,0.762,2.301,0.575,0.561
